(scene_1.1) {{loc_1}}, {Cold Winter Morning}; ((male_doctor_watson)){Neutral}, {Sitting on armchair near fireplace}{Reading the morning newspaper}; ((male_detective_holmes)){Calm}, {Standing by the window}{Examining footprints on the sill with a magnifying glass};
(scene_1.2) {{loc_1}}, {Cold Winter Morning}; ((male_detective_holmes)){Keen}, {Standing near window}{Pointing at sill}; ((male_doctor_watson)){Curious}, {Leaning forward in armchair}{Lowering newspaper};
(scene_1.3) {{loc_1}}, {Cold Winter Morning}; ((male_doctor_watson)){Incredulous}, {Sitting near fireplace}{Watching Holmes intently}; ((male_detective_holmes)){Confident}, {Standing straight near window}{Holding magnifying glass upright};
(scene_1.4) {{loc_1}}, {Cold Winter Morning}; ((male_detective_holmes)){Serious}, {Standing beside window}{Examining sill closely}; ((male_doctor_watson)){Attentive}, {Standing near him}{Observing intently};
(scene_1.5) {{loc_1}}, {Cold Winter Morning}; ((male_doctor_watson)){Amazed}, {Standing by fireplace}{Hands behind back}; ((male_detective_holmes)){Composed}, {Crossing room toward mantel}{Placing glass upon table};
(scene_1.6) {{loc_2}}, {Cold Winter Morning}; ((male_detective_holmes)){Focused}, {Standing by table}{Opening velvet box}; ((male_doctor_watson)){Intrigued}, {Standing opposite side of table}{Peering inside box};
(scene_1.7) {{loc_2}}, {Cold Winter Morning}; ((male_doctor_watson)){Startled}, {Standing near table}{Looking at ring intently}; ((male_detective_holmes)){Analytical}, {Holding ring between fingers}{Inspecting carefully};
(scene_1.8) {{loc_2}}, {Cold Winter Morning}; ((male_detective_holmes)){Absorbed}, {Standing upright near table}{Examining inscription with magnifier}; ((male_doctor_watson)){Curious}, {Standing beside Holmes}{Trying to read inscription};
(scene_1.9) {{loc_2}}, {Cold Winter Morning}; ((male_doctor_watson)){Thoughtful}, {Resting one hand on table}{Gazing at Holmes}; ((male_detective_holmes)){Reflective}, {Placing ring back in box}{Closing lid gently};
(scene_1.10) {{loc_2}}, {Cold Winter Morning}; ((male_detective_holmes)){Calm}, {Standing at table}{Pocketing box}; ((male_doctor_watson)){Concerned}, {Standing near hearth}{Watching Holmes closely};
(scene_1.11) {{loc_2}}, {Cold Winter Morning}; ((male_doctor_watson)){Resolute}, {Standing upright near hearth}{Facing Holmes}; ((male_detective_holmes)){Composed}, {Moving toward window}{Gazing out};
(scene_1.12) {{loc_3}}, {Late Morning Fog}; ((male_detective_holmes)){Alert}, {Standing near door}{Reaching for handle}; ((male_doctor_watson)){Surprised}, {Following Holmes}{Stopping behind him};
(scene_2.6) {{loc_6}}, {Cold Evening Fog}; ((female_lady_unknown)){Anxious}, {Holding envelope}{Showing worn paper to Holmes}; ((male_detective_holmes)){Analytical}, {Taking letter}{Scanning it rapidly}; ((male_doctor_watson)){Concerned}, {Looking out fogged window}{Glancing back intermittently};
(scene_2.7) {{loc_6}}, {Cold Evening Fog}; ((male_detective_holmes)){Excited}, {Holding letter near lantern}{Pointing with finger}; ((male_doctor_watson)){Curious}, {Leaning in}{Peering at paper}; ((female_lady_unknown)){Puzzled}, {Watching both men closely}{Hands clasped};
(scene_2.8) {{loc_6}}, {Cold Evening Fog}; ((male_doctor_watson)){Perplexed}, {Sitting beside lady}{Looking toward Holmes}; ((male_detective_holmes)){Didactic}, {Leaning back}{Resting chin on hand}; ((female_lady_unknown)){Listening}, {Sitting still}{Watching Holmes attentively};
(scene_2.9) {{loc_7}}, {Foggy Evening by the River}; ((male_detective_holmes)){Alert}, {Standing before gate}{Examining lock}; ((male_doctor_watson)){Watchful}, {Standing nearby}{Holding lantern}; ((female_lady_unknown)){Apprehensive}, {Standing slightly behind}{Glancing about nervously};
(scene_2.10) {{loc_7}}, {Foggy Evening by the River}; ((male_doctor_watson)){Uneasy}, {Standing near gate}{Observing lock}; ((male_detective_holmes)){Confident}, {Kneeling near padlock}{Producing small tool from pocket}; ((female_lady_unknown)){Nervous}, {Standing back near carriage}{Watching silently};
(scene_2.11) {{loc_8}}, {Fog Seeping Indoors, Evening}; ((male_detective_holmes)){Focused}, {Walking between crates}{Holding lantern aloft}; ((male_doctor_watson)){Alert}, {Following Holmes}{Hand on revolver}; ((female_lady_unknown)){Cautious}, {Stepping softly behind}{Looking around};
(scene_2.12) {{loc_8}}, {Fog Seeping Indoors, Evening}; ((male_detective_holmes)){Keen}, {Crouching near floor}{Inspecting footprints}; ((male_doctor_watson)){Attentive}, {Standing nearby}{Leaning over}; ((female_lady_unknown)){Appalled}, {Standing back}{Hands covering mouth};
(scene_2.13) {{loc_8}}, {Fog Seeping Indoors, Evening}; ((male_doctor_watson)){Tense}, {Standing upright}{Watching Holmes}; ((male_detective_holmes)){Calm}, {Rising to feet}{Holding small lump of red soil}; ((female_lady_unknown)){Fearful}, {Moving closer}{Looking at Holmes’s hand};
(scene_2.14) {{loc_9}}, {Evening Mist Rising}; ((male_detective_holmes)){Purposeful}, {Standing at desk}{Flipping through ledger pages}; ((male_doctor_watson)){Alert}, {Standing near door}{Watching corridor}; ((female_lady_unknown)){Uneasy}, {Standing by window}{Peering outside};
(scene_2.15) {{loc_9}}, {Evening Mist Rising}; ((female_lady_unknown)){Shocked}, {Turning from window}{Covering mouth}; ((male_detective_holmes)){Focused}, {Pointing to ledger}{Looking at Watson}; ((male_doctor_watson)){Startled}, {Moving closer}{Peering at entry};
(scene_2.16) {{loc_9}}, {Evening Mist Rising}; ((male_doctor_watson)){Alarmed}, {Standing beside Holmes}{Speaking urgently}; ((male_detective_holmes)){Resolved}, {Closing ledger firmly}{Straightening posture}; ((female_lady_unknown)){Distressed}, {Sitting on crate}{Lowering head};
(scene_2.17) {{loc_9}}, {Evening Mist Rising}; ((male_detective_holmes)){Determined}, {Turning toward door}{Pocketing ledger}; ((male_doctor_watson)){Ready}, {Nodding once}{Following Holmes}; ((female_lady_unknown)){Fearful}, {Rising from crate}{Gathering satchel};
(scene_2.18) {{loc_10}}, {Chilly Night Air}; ((male_doctor_watson)){Reflective}, {Climbing into cab}{Casting one last look at warehouse}; ((male_detective_holmes)){Composed}, {Entering cab}{Setting lantern on seat}; ((female_lady_unknown)){Silent}, {Following after}{Drawing shawl close};
(scene_3.1) {{loc_11}}, {Deep Night, Cold Wind}; ((male_doctor_watson)){Alert}, {Standing beside cab}{Adjusting revolver in pocket}; ((male_detective_holmes)){Composed}, {Stepping toward pier edge}{Holding lantern high}; ((female_lady_unknown)){Anxious}, {Standing near cab door}{Drawing shawl closer};
(scene_3.2) {{loc_11}}, {Deep Night, Cold Wind}; ((male_detective_holmes)){Focused}, {Kneeling beside footprints}{Examining closely}; ((male_doctor_watson)){Curious}, {Leaning near Holmes}{Watching floorboards}; ((female_lady_unknown)){Worried}, {Standing back}{Looking toward river lights};
(scene_3.3) {{loc_11}}, {Deep Night, Cold Wind}; ((male_doctor_watson)){Resolved}, {Standing upright}{Pointing along pier}; ((male_detective_holmes)){Calm}, {Rising to feet}{Following line of footprints}; ((female_lady_unknown)){Apprehensive}, {Remaining behind}{Holding lantern Holmes handed her};
(scene_3.4) {{loc_12}}, {Night Fog Thickening}; ((male_detective_holmes)){Analytical}, {Standing beside crate}{Tracing letters with gloved hand}; ((male_doctor_watson)){Attentive}, {Standing opposite}{Observing markings}; ((female_lady_unknown)){Cautious}, {Standing between them}{Holding lantern near labels};
(scene_3.5) {{loc_12}}, {Night Fog Thickening}; ((male_doctor_watson)){Perplexed}, {Resting hand on crate}{Looking at Holmes}; ((male_detective_holmes)){Thoughtful}, {Standing beside him}{Eyes half-closed in calculation}; ((female_lady_unknown)){Silent}, {Standing slightly aside}{Watching both men};
(scene_3.6) {{loc_13}}, {Night Wind Rising}; ((male_detective_holmes)){Determined}, {Kneeling by chest}{Producing small penknife}; ((male_doctor_watson)){Tense}, {Standing watch near bollard}{Hand upon revolver}; ((female_lady_unknown)){Uneasy}, {Standing behind Holmes}{Holding lantern downward};
(scene_3.7) {{loc_13}}, {Night Wind Rising}; ((male_detective_holmes)){Triumphant}, {Opening chest lid}{Lifting small carved idol}; ((male_doctor_watson)){Appalled}, {Leaning forward}{Examining relic}; ((female_lady_unknown)){Horrified}, {Covering mouth}{Turning away};
(scene_3.8) {{loc_13}}, {Night Wind Rising}; ((male_doctor_watson)){Shocked}, {Standing upright}{Pointing toward idol}; ((male_detective_holmes)){Calm}, {Replacing idol carefully}{Closing chest}; ((female_lady_unknown)){Distressed}, {Standing nearby}{Clutching satchel};
(scene_3.9) {{loc_13}}, {Night Wind Rising}; ((female_lady_unknown)){Sorrowful}, {Sinking to knees beside crate}{Bowing head}; ((male_detective_holmes)){Sympathetic}, {Bending slightly toward her}{Speaking softly}; ((male_doctor_watson)){Concerned}, {Stepping closer}{Placing hand on her shoulder};
(scene_3.10) {{loc_13}}, {Night Wind Rising}; ((male_detective_holmes)){Resolute}, {Straightening posture}{Looking toward ship’s deck}; ((male_doctor_watson)){Alert}, {Following his gaze}{Hand near weapon}; ((female_lady_unknown)){Anxious}, {Rising slowly}{Holding lantern close};
(scene_3.11) {{loc_14}}, {Night Fog Heavy}; ((male_doctor_watson)){Tense}, {Half-crouched near crate}{Peering through mist}; ((male_detective_holmes)){Calm}, {Standing upright}{Motionless as statue}; ((female_lady_unknown)){Frightened}, {Pressing back against post}{Holding lantern low};
(scene_3.12) {{loc_14}}, {Night Fog Heavy}; ((male_detective_holmes)){Focused}, {Watching shadows}{Hand inside coat}; ((male_doctor_watson)){Ready}, {Crouched behind barrel}{Finger near trigger}; ((female_lady_unknown)){Frozen}, {Kneeling beside crate}{Eyes wide};
(scene_3.13) {{loc_15}}, {Midnight Fog}; ((male_detective_holmes)){Alert}, {Stepping forward cautiously}{Leveling pistol}; ((male_doctor_watson)){Determined}, {Rising from crouch}{Following behind}; ((female_lady_unknown)){Terrified}, {Remaining back near crates}{Watching};
(scene_3.14) {{loc_15}}, {Midnight Fog}; ((male_detective_holmes)){Commanding}, {Pointing pistol at stranger}{Stepping nearer}; ((male_doctor_watson)){Alert}, {Stopping beside Holmes}{Aiming revolver downward}; ((unknown_male_shadow)){Defiant}, {Standing under lamp}{Face half-hidden by brimmed hat};
(scene_3.15) {{loc_15}}, {Midnight Fog}; ((unknown_male_shadow)){Smirking}, {Turning abruptly toward water’s edge}{Throwing small parcel}; ((male_detective_holmes)){Shocked}, {Leaping forward}{Reaching out}; ((male_doctor_watson)){Startled}, {Rushing beside Holmes}{Trying to intercept};
(scene_3.16) {{loc_15}}, {Midnight Fog}; ((male_doctor_watson)){Frustrated}, {Standing at edge}{Peering down at dark water}; ((male_detective_holmes)){Controlled}, {Straightening slowly}{Holstering pistol}; ((unknown_male_shadow)){Vanished}, {No longer visible}{Footprints fading into mist};
(scene_3.17) {{loc_16}}, {Midnight Fog}; ((male_detective_holmes)){Calm}, {Bending down}{Picking up clasp}; ((male_doctor_watson)){Inquisitive}, {Standing beside him}{Looking closely}; ((female_lady_unknown)){Hopeful}, {Approaching slowly}{Peering at object};
(scene_3.18) {{loc_16}}, {Midnight Fog}; ((male_detective_holmes)){Satisfied}, {Pocketing clasp}{Turning toward companions}; ((male_doctor_watson)){Relieved}, {Lowering revolver}{Meeting Holmes’s gaze}; ((female_lady_unknown)){Encouraged}, {Standing near crate}{Nodding slowly};
(scene_3.19) {{loc_17}}, {Approaching Dawn, Fading Fog}; ((male_doctor_watson)){Reflective}, {Standing at pier rail}{Watching river}; ((male_detective_holmes)){Pensive}, {Standing beside Watson}{Hands in pockets}; ((female_lady_unknown)){Silent}, {Standing a few paces behind}{Eyes fixed upon water};
(scene_4.1) {{loc_18}}, {Early Dawn, Faint Sunlight}; ((male_doctor_watson)){Thoughtful}, {Standing near cab}{Adjusting gloves}; ((male_detective_holmes)){Focused}, {Holding velvet box and clasp}{Inspecting objects intently}; ((female_lady_unknown)){Curious}, {Seated in cab}{Leaning forward to observe Holmes};
(scene_4.2) {{loc_18}}, {Early Dawn, Faint Sunlight}; ((male_detective_holmes)){Serious}, {Standing beside cab}{Turning clasp in hand}; ((male_doctor_watson)){Curious}, {Leaning over cab seat}{Observing closely}; ((female_lady_unknown)){Anxious}, {Seated inside cab}{Watching Holmes intently};
(scene_4.3) {{loc_19}}, {Morning, Sunlight Filtering Through Windows}; ((male_detective_holmes)){Focused}, {Seated at desk}{Examining ring with magnifying glass}; ((male_doctor_watson)){Curious}, {Standing near fireplace}{Observing Holmes}; ((female_lady_unknown)){Uneasy}, {Seated in armchair}{Holding satchel on lap};
(scene_4.4) {{loc_19}}, {Morning, Sunlight Filtering Through Windows}; ((male_detective_holmes)){Analytical}, {Seated at desk}{Holding ring and clasp}; ((male_doctor_watson)){Attentive}, {Standing nearby}{Watching intently}; ((female_lady_unknown)){Curious}, {Seated in armchair}{Leaning forward};
(scene_4.5) {{loc_19}}, {Morning, Sunlight Filtering Through Windows}; ((male_detective_holmes)){Satisfied}, {Pressing clasp onto ring}{Opening secret compartment}; ((male_doctor_watson)){Curious}, {Leaning in}{Peering into compartment}; ((female_lady_unknown)){Astonished}, {Leaning forward}{Hands hovering above compartment};
(scene_4.6) {{loc_19}}, {Morning, Sunlight Filtering Through Windows}; ((female_lady_unknown)){Overwhelmed}, {Reaching toward journal}{Turning pages gently}; ((male_detective_holmes)){Calm}, {Handing journal}{Observing her reaction}; ((male_doctor_watson)){Thoughtful}, {Standing near desk}{Watching both};
(scene_4.7) {{loc_20}}, {Late Morning, Bright Sunlight}; ((male_detective_holmes)){Determined}, {Walking toward door}{Pocketing journal}; ((male_doctor_watson)){Resolved}, {Following Holmes}{Adjusting coat}; ((female_lady_unknown)){Nervous}, {Walking behind}{Holding satchel};
(scene_4.8) {{loc_21}}, {Late Morning, Clear}; ((male_detective_holmes)){Focused}, {Standing on pier}{Scanning water}; ((male_doctor_watson)){Vigilant}, {Standing slightly behind Holmes}{Watching river}; ((female_lady_unknown)){Apprehensive}, {Standing near crates}{Holding satchel};
(scene_4.9) {{loc_22}}, {Late Morning, Clear}; ((male_detective_holmes)){Alert}, {Stepping onto gangplank}{Hand on journal and ring}; ((male_doctor_watson)){Ready}, {Following Holmes}{Hand near revolver}; ((female_lady_unknown)){Tense}, {Standing at pier edge}{Watching closely};
(scene_4.10) {{loc_22}}, {Late Morning, Clear}; ((male_detective_holmes)){Decisive}, {Stepping forward}{Leveling gaze at shadowed figure}; ((male_doctor_watson)){Alert}, {Positioned behind Holmes}{Revolver slightly raised}; ((unknown_male_shadow)){Defiant}, {Standing inside boat}{Hands hovering near chest};
(scene_4.11) {{loc_22}}, {Late Morning, Clear}; ((unknown_male_shadow)){Defeated}, {Reaching toward chest}{Hands trembling}; ((male_detective_holmes)){Commanding}, {Standing firm}{Eyes fixed}; ((male_doctor_watson)){Vigilant}, {Standing beside Holmes}{Hand resting on revolver};
(scene_4.12) {{loc_22}}, {Late Morning, Sunlight Piercing Fog}, ((female_lady_unknown)){Joyful}, {Leaning forward}{Lifting journal}; ((male_detective_holmes)){Pleased}, {Observing scene}{Holding ring and clasp}; ((male_doctor_watson)){Satisfied}, {Standing near Holmes}{Nodding approvingly};
(scene_4.13) {{loc_21}}, {Late Morning, Clear}; ((male_doctor_watson)){Reflective}, {Standing at pier edge}{Eyes fixed on river}; ((male_detective_holmes)){Pensive}, {Standing beside Watson}{Hands in pockets}; ((female_lady_unknown)){Silent}, {Standing a few paces behind}{Eyes fixed upon recovered journal};
(scene_4.14) {{loc_21}}, {Late Morning, Clear}; ((male_detective_holmes)){Analytical}, {Standing near pier railing}{Scanning water intently}; ((male_doctor_watson)){Attentive}, {Beside Holmes}{Following his gaze along river}; ((female_lady_unknown)){Curious}, {A few paces back}{Holding journal};
(scene_4.15) {{loc_21}}, {Late Morning, Clear}; ((male_detective_holmes)){Philosophical}, {Standing upright}{Hands in pockets}; ((male_doctor_watson)){Thoughtful}, {Beside Holmes}{Looking down at water}; ((female_lady_unknown)){Concerned}, {Standing quietly}{Clutching journal to chest};
(scene_4.16) {{loc_21}}, {Late Morning, Clear}; ((male_detective_holmes)){Reflective}, {Hands clasped behind back}{Watching river}; ((male_doctor_watson)){Inspired}, {Standing nearby}{Observing Holmes intently}; ((female_lady_unknown)){Hopeful}, {Holding journal close}{Gazing toward horizon};
(scene_4.17) {{loc_21}}, {Late Morning, Clear}; ((male_doctor_watson)){Content}, {Standing on pier edge}{Hands behind back}; ((male_detective_holmes)){Pleased}, {Standing beside Watson}{Holding recovered ring and clasp}; ((female_lady_unknown)){Relieved}, {Standing near Holmes}{Journal in hands};
(scene_4.18) {{loc_18}}, {Late Morning, Clear}; ((male_detective_holmes)){Resolved}, {Walking toward cab}{Carrying ring and journal}; ((male_doctor_watson)){Following Holmes}{Adjusting coat}; ((female_lady_unknown)){Walking behind}{Holding satchel};
(scene_4.19) {{loc_18}}, {Late Morning, Bright Sunlight}; ((male_doctor_watson)){Reflective}, {Standing near cab}{Adjusting gloves}; ((male_detective_holmes)){Pleased}, {Carrying journal and ring}{Inspecting objects briefly}; ((female_lady_unknown)){Grateful}, {Seated in cab}{Looking at Holmes};
(scene_4.20) {{loc_18}}, {Late Morning, Clear}; ((male_detective_holmes)){Resolute}, {Entering cab}{Holding journal and ring}; ((male_doctor_watson)){Calm}, {Following into cab}{Adjusting coat}; ((female_lady_unknown)){Relieved}, {Already seated}{Clutching journal};
(scene_4.21) {{loc_23}}, {Late Morning, Clear}; ((male_doctor_watson)){Reflective}, {Seated}{Hands folded on lap}; ((male_detective_holmes)){Pleased}, {Seated opposite}{Inspecting journal and ring}; ((female_lady_unknown)){Hopeful}, {Seated beside Holmes}{Holding journal};
(scene_5.1) {{loc_23}}, {Late Morning, Clear}; ((male_doctor_watson)){Thoughtful}, {Seated}{Hands folded on lap}; ((male_detective_holmes)){Focused}, {Seated opposite}{Inspecting journal and ring}; ((female_lady_unknown)){Curious}, {Seated beside Holmes}{Watching intently};
(scene_5.2) {{loc_24}}, {Late Morning, Slight Fog}; ((male_detective_holmes)){Determined}, {Walking down alley}{Holding ring and journal}; ((male_doctor_watson)){Vigilant}, {Following Holmes}{Hand near revolver}; ((female_lady_unknown)){Apprehensive}, {Walking behind}{Clutching satchel};
(scene_5.3) {{loc_24}}, {Late Morning, Slight Fog}; ((male_detective_holmes)){Analytical}, {Stopping mid-alley}{Scanning shadows}; ((male_doctor_watson)){Alert}, {Standing beside Holmes}{Eyes moving rapidly}; ((female_lady_unknown)){Tense}, {Clutching satchel}{Watching shadows};
(scene_5.4) {{loc_24}}, {Late Morning, Slight Fog}; ((unknown_male_shadow)){Defiant}, {Emerging from shadows}{Hands clenched}; ((male_detective_holmes)){Calm}, {Standing firm}{Holding journal and ring}; ((male_doctor_watson)){Ready}, {Beside Holmes}{Revolver slightly raised}; ((female_lady_unknown)){Fearful}, {Standing back}{Clutching satchel};
(scene_5.5) {{loc_25}}, {Late Morning, Dim}; ((unknown_male_shadow)){Reluctant}, {Standing near chest}{Hands over chest}; ((male_detective_holmes)){Commanding}, {Standing firm}{Holding ring and journal}; ((male_doctor_watson)){Vigilant}, {Standing behind Holmes}{Revolver ready}; ((female_lady_unknown)){Hopeful}, {Near chest}{Holding satchel};
(scene_5.6) {{loc_25}}, {Late Morning, Dim}; ((male_detective_holmes)){Focused}, {Opening chest}{Inspecting contents}; ((male_doctor_watson)){Observant}, {Standing near Holmes}{Watching chest}; ((female_lady_unknown)){Curious}, {Reaching toward journal and artifacts};
(scene_5.7) {{loc_25}}, {Late Morning, Dim}; ((male_detective_holmes)){Satisfied}, {Closing chest}{Inspecting ring and journal}; ((male_doctor_watson)){Relieved}, {Standing beside Holmes}{Observing}; ((female_lady_unknown)){Grateful}, {Holding journal}{Clutching gently};
(scene_5.8) {{loc_26}}, {Afternoon, Bright}; ((male_detective_holmes)){Pleased}, {Placing ring on desk}{Observing}; ((male_doctor_watson)){Content}, {Standing nearby}{Hands folded}; ((female_lady_unknown)){Joyful}, {Standing beside desk}{Holding journal};
(scene_5.9) {{loc_26}}, {Afternoon, Bright}; ((male_detective_holmes)){Calm}, {Sitting in armchair}{Studying journal}; ((male_doctor_watson)){Reflective}, {Seated nearby}{Observing Holmes}; ((female_lady_unknown)){Peaceful}, {Standing near desk}{Holding journal};
(scene_5.10) {{loc_26}}, {Afternoon, Bright}; ((male_detective_holmes)){Thoughtful}, {Looking out window}{Hands folded}; ((male_doctor_watson)){Reflective}, {Seated nearby}{Watching Holmes}; ((female_lady_unknown)){Content}, {Standing near desk}{Holding journal};
